,voc_udaq_name,voc_noaa_name,points_considered_in_odr,odr_eq_adj,metrics_init_slope,metrics_init_intercept,metrics_init_rmse,metrics_init_r2,metrics_corr_slope,metrics_corr_intercept,metrics_corr_rmse,metrics_corr_r2,did_slope_improve,slope_distance_from_1_init,slope_distance_from_1_corr,slope_distance_improvement_val,intercept_error_init,intercept_error_corr,did_rmse_improve,rmse_percent_improvement,rmse_normalized_init,rmse_normalized_corr,r2_at_least_half,total_slope_intercept_rmse_score_init,total_slope_intercept_rmse_score_corr,should_correction_be_applied_from_score_eval
0,nDodecane,ML_NoVar_nDodecane,,,,,,,,,,,,,,,,,,,,,,,,
1,Ethane,Ethane_WAS,218.0,Correction applied: O_hat = -0.3290 + 1.0237 * M,0.9543883359245687,-0.175624772604604,0.5698478365221639,0.8718726440546696,0.9322958604818137,0.1310709929646913,0.5032154372470059,0.8718726440546696,False,0.04561166407543127,0.06770413951818632,-0.022092475442755055,0.09071828437472731,0.06770420503159154,True,11.693016100898426,0.2943526549089214,0.2599339515769992,True,0.43068260335907993,0.39534229612677707,True
2,Ethylene,Ethene_WAS,218.0,Correction applied: O_hat = -0.1852 + 1.1189 * M,0.9818386219682752,-0.11571725223046576,0.22179627711839076,0.7894401438665333,0.8774834402970138,0.04676133731081054,0.18973140394852953,0.7894401438665326,False,0.018161378031724795,0.12251655970298625,-0.10435518167126145,0.30318323401528197,0.12251633355876086,True,14.456903238617297,0.581113976465467,0.4971028911817732,True,0.9024585885124738,0.7421357844435204,True
3,Propane,Propane_WAS,218.0,Correction applied: O_hat = -0.3636 + 1.1943 * M,0.9890425664279011,-0.1498579160871499,0.7400578033875057,0.7229794333849647,0.828166210756983,0.151228465399363,0.7616467829661242,0.7229794333849647,False,0.010957433572098885,0.17183378924301695,-0.16087635567091807,0.170276222157932,0.1718335103230035,False,-2.9172018023184294,0.8408914939537694,0.8654219957709312,True,1.0221251496838002,1.2090892953369516,False
4,Propylene,Propene_WAS,218.0,Correction applied: O_hat = -0.1273 + 1.3716 * M,1.135226541841204,-0.08591706608116906,0.10203015691691007,0.7451930381135764,0.8276754284065794,0.01943711509666113,0.08408682322676916,0.745193038113575,False,0.13522654184120397,0.17232457159342063,-0.037098029752216655,0.7617194845538597,0.1723246610708905,True,17.586304120607554,0.9045741676313147,0.7454930035152174,True,1.8015201940263785,1.0901422361795285,True
5,Acetylene,Ethyne_WAS,218.0,Correction applied: O_hat = -0.0415 + 1.5085 * M,0.9729755634380136,0.058850816266331325,0.15101388017954093,0.5193431357840389,0.64498137999377,0.08563115014251933,0.1625076738568786,0.5193431357840393,False,0.027024436561986387,0.35501862000622997,-0.3279941834442436,0.2439899194792938,0.35501865145999034,False,-7.611084268328612,0.6260892677939203,0.6737414495606772,True,0.8971036238352005,1.3837787210268975,False
6,nButane,nButane_WAS,218.0,Correction applied: O_hat = -0.3622 + 1.5803 * M,1.2997252260633732,-0.21407351545165,0.3917161574720348,0.7570419952926962,0.8224796427265684,0.08385468351761671,0.38429251722880464,0.7570419952926974,True,0.29972522606337315,0.17752035727343163,0.12220486878994152,0.45319323306847903,0.1775202086587209,True,1.895158037681954,0.8292623750087748,0.8135465424553237,True,1.582180834140627,1.1685871083874761,True
7,Isobutane,iButane_WAS,218.0,Correction applied: O_hat = -0.0738 + 1.2389 * M,0.8992933699294735,0.009921582557298976,0.21873113777786857,0.5825179992498071,0.7258649332075345,0.06349746061041005,0.2368894027904634,0.5825179992498061,False,0.10070663007052649,0.27413506679246546,-0.17342843672193897,0.04283404292486735,0.2741349918421505,False,-8.30163697636656,0.9443190025859065,1.022712938079434,True,1.0878596755813004,1.5709829967140498,False
8,trans2Butene,t2Butene_WAS,199.0,Correction applied: O_hat = 0.0025 + 0.9901 * M,0.5066102487944093,0.006977188522512078,0.02052369432861619,0.25924255411695335,0.5116720645638506,0.005680779831822352,0.020276755091182798,0.2592425541169538,True,0.4933897512055907,0.4883279354361494,0.0050618157694413135,0.5997669615463946,0.4883262144849451,True,1.203190972733808,1.764239814857288,1.7430126406675495,False,2.857396527609273,2.719666790588644,True
9,cis2Butene,c2Butene_WAS,204.0,Correction applied: O_hat = -0.0001 + 2.2183 * M,1.636445365237933,0.003300286853498482,0.016172484803080894,0.6879948959960238,0.7377103043969733,0.0033378674586155227,0.01429241882425072,0.6879948959960228,True,0.6364453652379329,0.26228969560302673,0.3741556696349062,0.2593445755445648,0.26229775098519514,True,11.625090403374614,1.270873227977081,1.1231330663124601,True,2.1666631687595785,1.647720512900682,True
10,buta13diene,x13_Butadiene_WAS,191.0,Correction applied: O_hat = 0.0070 + 0.0266 * M,0.022603028286801673,0.007280986245585482,0.06448010719963515,0.003421695611376413,0.851312786840115,0.0012977055030757247,0.012186472760386322,0.00342169561137641,True,0.9773969717131983,0.14868721315988498,0.8287097585533133,0.8342341769087147,0.1486873131898401,True,81.100414857165,7.3879426965388815,1.3962905202362255,False,9.199573845160794,1.6936650465859504,True
11,nPentane,nPentane_WAS,218.0,Correction applied: O_hat = -0.3186 + 1.4688 * M,1.1796994555233475,-0.19027473872077125,0.3071596437201268,0.7212644908196651,0.8031950369278275,0.06565596138409024,0.2992135481675942,0.7212644908196644,False,0.17969945552334754,0.19680496307217255,-0.017105507548825005,0.5703506681305173,0.196804482265619,True,2.5869594899559036,0.9207144847303977,0.8968959739922661,True,1.6707646083842627,1.2905054193300576,True
12,Isopentane,iPentane_WAS,218.0,Correction applied: O_hat = -0.5206 + 1.5590 * M,1.234703233601746,-0.30992289831866077,0.4957384244731112,0.7147164671185714,0.7919648348168442,0.10240278879550989,0.48749772284978776,0.7147164671185718,True,0.23470323360174605,0.2080351651831558,0.026668068418590263,0.6296193371740042,0.20803488982574603,True,1.6623084305159483,1.0071101552087285,0.9903688781941116,True,1.8714327259844787,1.4064389332030134,True
13,Pent1ene,x1_Pentene_WAS,217.0,Correction applied: O_hat = -0.0332 + 1.2058 * M,0.8547445805148951,-0.018307889777762727,0.028272173060895987,0.552695843323655,0.7088459738183162,0.005208572651045143,0.015316720213727156,0.552695843323655,False,0.1452554194851049,0.29115402618168384,-0.14589860669657895,1.0233931174071385,0.2911541126421422,True,45.824043377436276,1.5803867991278795,0.8561896667642434,True,2.749035336020123,1.4384978055880695,True
14,trans2Pentene,t2Pentene_WAS,218.0,Correction applied: O_hat = -0.0157 + 1.1292 * M,0.603508887210793,0.001243797342827621,0.026623412990562555,0.3175114644747925,0.534460010591346,0.009643939068846117,0.025462879851656676,0.3175114644747932,False,0.396491112789207,0.46553998940865404,-0.06904887661944703,0.060041590065638036,0.46554001705235903,True,4.359069738043214,1.2851868981272445,1.2291647049736836,False,1.7417196009820897,2.1602447114346965,False
15,cis2Pentene,c2Pentene_WAS,218.0,Correction applied: O_hat = -0.0061 + 1.3912 * M,0.6511415112830476,0.005203883415619575,0.01694914070512726,0.29486713253706714,0.46804245783713344,0.008052568948287252,0.0198750105256755,0.2948671325370663,False,0.34885848871695235,0.5319575421628666,-0.18309905344591426,0.34377169230456583,0.531957585068673,False,-17.262643997421893,1.1196705071871946,1.3129552407870482,False,1.8123006882087127,2.376870368018588,False
16,x3_Methylpentane,x3_MethylPentane_WAS,218.0,Correction applied: O_hat = -0.0362 + 1.0909 * M,0.9216681058186863,-0.0195071340795262,0.050787720649851355,0.7318970032213329,0.8448444388771615,0.011055901328146385,0.04437169801655263,0.7318970032213339,False,0.0783318941813137,0.15515556112283846,-0.07682366694152476,0.27375790069117495,0.15515556131942268,True,12.633019460615436,0.7127412837432467,0.6227005386641221,True,1.0648310786157353,0.9330116611063832,True
17,nHexane,nHexane_WAS,218.0,Correction applied: O_hat = -0.0355 + 1.0462 * M,0.913096317304025,-0.014798245861576693,0.078090720189825,0.7702414311129439,0.8728070780240363,0.01615877022238736,0.07421119202446624,0.7702414311129442,False,0.08690368269597504,0.12719292197596366,-0.04028923927998862,0.11648375511188733,0.12719306403612368,True,4.96797590792901,0.6146877415194747,0.5841502026117943,True,0.8180751793273371,0.8385361886238816,False
18,nHeptane,nHeptane_WAS,218.0,Correction applied: O_hat = -0.0094 + 1.1709 * M,1.0245240387366423,-0.0012672067858085752,0.034814078580412085,0.7924099349932677,0.8749897078816146,0.006984531407856114,0.036105321710292966,0.7924099349932714,False,0.02452403873664233,0.12501029211838544,-0.10048625338174311,0.022680712586721625,0.12501049646244933,False,-3.7089682752867428,0.6231091240172278,0.6462200437474439,True,0.6703138753405918,0.8962408323282787,False
19,nOctane,nOctane_WAS,218.0,Correction applied: O_hat = -0.0005 + 1.7617 * M,1.5618227900503139,0.0032690675713546763,0.02888741268808833,0.851456971188056,0.8865660228743069,0.0036808588748858725,0.020126098046973975,0.8514569711880576,True,0.5618227900503139,0.11343397712569314,0.44838881292462074,0.10074310581782855,0.11343330996962397,True,30.32917740233298,0.8902256101220319,0.6202275055471198,True,1.5527915059901742,0.8470947926424369,True
20,nNonane,nNonane_WAS,41.0,Correction applied: O_hat = 0.0124 + 0.3193 * M,0.21703392103146812,0.01332100542539789,0.018241159519952112,0.12088317427232255,0.679622397496921,0.004883807751898439,0.010385961261138122,0.12088317427232259,True,0.7829660789685319,0.320377602503079,0.46258847646545287,0.8738579559061014,0.3203777885245375,True,43.06304240266088,1.1966200645088583,0.6813190587306607,False,2.8534440993834913,1.322074449758277,True
21,nDecane,nDecane_WAS,41.0,Correction applied: O_hat = 0.0174 + 0.0916 * M,0.07788425048507908,0.01756698096435903,0.0359172358923448,0.03858491288753678,0.8499334616457228,0.0027926987209780977,0.013814029539068075,0.03858491288753676,True,0.9221157495149209,0.1500665383542772,0.7720492111606437,0.9439662117152295,0.15006637950209958,True,61.53927440164648,1.9300218500473612,0.7423004077349816,False,3.7961038112775114,1.0424333255913583,True
22,Cyclopentane,CycloPentane_WAS,218.0,Correction applied: O_hat = -0.0058 + 1.2528 * M,0.9909067521562912,0.0008976560860529708,0.021775496623751413,0.6769216310742783,0.790938631788814,0.005480631090923924,0.023301932423565753,0.6769216310742785,False,0.009093247843708796,0.20906136821118604,-0.19996812036747724,0.03424129952048077,0.20905994362579447,False,-7.009878241534084,0.8306313672752069,0.8888576147571887,True,0.8739659146393965,1.3069789265941694,False
23,Isoprene,Isoprene_WAS,218.0,Correction applied: O_hat = -0.0097 + 0.8478 * M,0.7646544046111599,0.017718366584161017,0.19654451359854358,0.7834135008862706,0.9019296310327133,0.026441357970468312,0.16499558383751273,0.7834135008862709,True,0.23534559538884015,0.09807036896728671,0.13727522642155343,0.06571736619278451,0.09807091393701668,True,16.05179874187271,0.7289829856486066,0.6119681039297975,True,1.0300459472302312,0.8081093868341009,True
24,x22_Dimethylbutane,x22_DiMethylButane_WAS,218.0,Correction applied: O_hat = 0.0000 + 1.2435 * M,0.8654665963964079,0.004658113877135319,0.0160741368630464,0.5427035848809231,0.6960066387645581,0.0046350191764849,0.01724018287264012,0.5427035848809227,False,0.13453340360359212,0.30399336123544185,-0.16945995763184973,0.30549603646675677,0.3039814020679026,False,-7.254174949041261,1.0542003117160395,1.1306738466412591,True,1.4942297517863883,1.7386486099446037,False
25,Hex1ene,ML_NoVar_Hex1ene,,,,,,,,,,,,,,,,,,,,,,,,
26,x24_Dimethylpentane,ML_NoVar_x24_Dimethylpentane,,,,,,,,,,,,,,,,,,,,,,,,
27,Cyclohexane,ML_NoVar_Cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,
28,x3_Methylhexane,ML_NoVar_x3_Methylhexane,,,,,,,,,,,,,,,,,,,,,,,,
29,x224_Trimethylpentane,x224_TriMethylPentane_WAS,218.0,Correction applied: O_hat = 0.0089 + 0.8235 * M,0.7069796525421574,0.019056105320568152,0.05754772415548609,0.6907085120950891,0.8585484451871938,0.011384288501089936,0.05007185688650162,0.6907085120950888,True,0.29302034745784256,0.14145155481280625,0.1515687926450363,0.2367757742880511,0.14145197453619868,True,12.99072618195239,0.7150415426557974,0.6221524537621745,True,1.244837664401691,0.9050559831111795,True
30,x234_Trimethylpentane,ML_NoVar_x234_Trimethylpentane,,,,,,,,,,,,,,,,,,,,,,,,
31,x3_Methylheptane,ML_NoVar_x3_Methylheptane,,,,,,,,,,,,,,,,,,,,,,,,
32,Methylcyclohexane,MethylCycloHexane_WAS,218.0,Correction applied: O_hat = 0.0067 + 1.5734 * M,1.4545445519356541,0.009124312126935034,0.035396022562125526,0.8949359354568289,0.9244721862163232,0.002888802094648993,0.02304767161504862,0.8949359354568314,True,0.45454455193565413,0.07552781378367679,0.37901673815197734,0.2385584125296039,0.07552876668667312,True,34.88626702450433,0.9254417028715957,0.6025896392516908,True,1.6185446673368538,0.7536462197220408,True
33,Methylcyclopentane,MethylCycloPentane_WAS,218.0,Correction applied: O_hat = 0.0046 + 0.8803 * M,0.7090022692212471,0.015287083093402746,0.04753116529511901,0.6139822633101787,0.805413316781901,0.011597548422886895,0.044045114752276925,0.6139822633101767,True,0.2909977307787529,0.19458668321809902,0.09641104756065388,0.2564907345772184,0.19458674333790063,True,7.334241694259642,0.797490497524509,0.7390006169473078,True,1.3449789628804802,1.1281740435033074,True
34,x2_Methylhexane,ML_NoVar_x2_Methylhexane,,,,,,,,,,,,,,,,,,,,,,,,
