time_local,Formaldehyde
2024-07-14 18:00:00-06:00,2.3825202671033656
2024-07-14 18:15:00-06:00,2.4405864955733336
2024-07-14 18:30:00-06:00,2.382638629382222
2024-07-14 18:45:00-06:00,2.5636315786790096
2024-07-14 19:00:00-06:00,2.443930576213707
2024-07-14 19:15:00-06:00,2.1618696322399997
2024-07-14 19:30:00-06:00,2.3365723893288886
2024-07-14 19:45:00-06:00,2.287598481619042
2024-07-14 20:00:00-06:00,2.515832130398842
2024-07-14 20:15:00-06:00,2.9471938176844446
2024-07-14 20:30:00-06:00,3.153487442951111
2024-07-14 20:45:00-06:00,3.0762594662359564
2024-07-14 21:00:00-06:00,3.1095830036388312
2024-07-14 21:15:00-06:00,2.804609678222222
2024-07-14 21:30:00-06:00,2.656623228368889
2024-07-14 21:45:00-06:00,2.635765426267828
2024-07-14 22:00:00-06:00,2.9795003836468124
2024-07-14 22:15:00-06:00,2.8449290410577777
2024-07-14 22:30:00-06:00,2.665041761702222
2024-07-14 22:45:00-06:00,2.603595201201314
2024-07-14 23:00:00-06:00,2.5322066573704314
2024-07-14 23:15:00-06:00,2.6852484044400002
2024-07-14 23:30:00-06:00,2.6849932950133333
2024-07-14 23:45:00-06:00,2.0250925529187547
2024-07-15 00:00:00-06:00,2.008464056738011
2024-07-15 00:15:00-06:00,2.0877890787777775
2024-07-15 00:30:00-06:00,2.566113170551111
2024-07-15 00:45:00-06:00,2.97376299179648
2024-07-15 01:00:00-06:00,3.094207633102022
2024-07-15 01:15:00-06:00,2.8243068181866664
2024-07-15 01:30:00-06:00,2.637092204737778
2024-07-15 01:45:00-06:00,2.6516294999025782
2024-07-15 02:00:00-06:00,2.6704638787504758
2024-07-15 02:15:00-06:00,2.8425731352
2024-07-15 02:30:00-06:00,2.9294016050533336
2024-07-15 02:45:00-06:00,2.815519982091243
2024-07-15 03:00:00-06:00,2.6759467827807364
2024-07-15 03:15:00-06:00,2.6598172309777777
2024-07-15 03:30:00-06:00,2.6363380838266663
2024-07-15 03:45:00-06:00,2.680535547188141
2024-07-15 04:00:00-06:00,2.7435174554817454
2024-07-15 04:15:00-06:00,2.8022262639999997
2024-07-15 04:30:00-06:00,2.753273631231111
2024-07-15 04:45:00-06:00,2.6218793921378043
2024-07-15 05:00:00-06:00,2.7156450583962166
2024-07-15 05:15:00-06:00,2.7383669912088893
2024-07-15 05:30:00-06:00,2.64193844368
2024-07-15 05:45:00-06:00,2.645156977271414
2024-07-15 06:00:00-06:00,2.7141414537597965
2024-07-15 06:15:00-06:00,2.5798545699822224
2024-07-15 06:30:00-06:00,2.5657095141244444
2024-07-15 06:45:00-06:00,2.4602974739765417
2024-07-15 07:00:00-06:00,2.598164941515773
2024-07-15 07:15:00-06:00,2.8950484589022225
2024-07-15 07:30:00-06:00,3.114553222786667
2024-07-15 07:45:00-06:00,3.610141501828698
2024-07-15 08:00:00-06:00,3.422067865398133
2024-07-15 08:15:00-06:00,3.5261837681511112
2024-07-15 08:30:00-06:00,3.7462000776533335
2024-07-15 08:45:00-06:00,3.8378915515011385
2024-07-15 09:00:00-06:00,3.758413599254912
2024-07-15 09:15:00-06:00,4.083777159768889
2024-07-15 09:30:00-06:00,4.417608538173334
2024-07-15 09:45:00-06:00,4.626132107518573
2024-07-15 10:00:00-06:00,4.709310154883739
2024-07-15 10:15:00-06:00,4.394652955102222
2024-07-15 10:30:00-06:00,5.147634834791111
2024-07-15 10:45:00-06:00,5.864476431240704
2024-07-15 11:00:00-06:00,5.592498919681309
2024-07-15 11:15:00-06:00,4.983171465613333
2024-07-15 11:30:00-06:00,4.588202049702222
2024-07-15 11:45:00-06:00,4.894754656057189
